protocol_type,service,flag,land,logged_in,is_host_login,is_guest_login,duration,src_bytes,dst_bytes,wrong_fragment,urgent,hot,num_failed_logins,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,Label
tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,1,0.0,0.73,0.73,0.0,0.0,0.0,0.72,1.0,Probe
tcp,pop_3,SF,0,0,0,0,5,6,151,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.07,0.0,0.91,0.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.07,0.0,0.9,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5,254,0.8,0.4,0.8,0.25,0.2,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,54,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Probe
udp,private,SF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0.0,0.0,0.0,0.0,0.07,0.33,0.0,255,1,0.0,0.48,0.67,0.0,0.0,0.0,0.33,0.0,Probe
tcp,ftp,SF,0,1,0,1,1,1297,2453,0,0,28,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,38,0.15,0.02,0.0,0.0,0.07,0.0,0.0,0.0,R2L
udp,private,SF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0.0,0.0,0.0,0.0,0.09,0.32,0.0,255,2,0.01,0.22,1.0,0.0,0.0,0.0,0.0,0.0,Probe
tcp,ftp,SF,0,1,0,1,2,1225,2449,0,0,28,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,130,0.51,0.02,0.0,0.0,0.0,0.0,0.0,0.0,R2L
tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,1,0.0,0.0,1.0,1.0,0.0,0.52,0.0,255,1,0.0,0.52,1.0,0.0,0.0,0.0,1.0,1.0,Probe
tcp,discard,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.07,0.0,0.92,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.12,0.0,0.86,1.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,1,0.07,0.0,0.93,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.09,0.0,0.91,1.0,Probe
tcp,csnet_ns,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.07,0.0,0.91,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.07,0.0,0.91,1.0,Probe
udp,private,SF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,143,133,0.0,0.0,0.0,0.0,0.93,0.01,0.0,255,201,0.79,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,1,0.08,0.0,0.89,1.0,0.0,0.95,0.0,255,1,0.0,0.91,0.0,0.0,0.08,0.0,0.92,1.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.2,0.0,0.78,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.27,0.0,0.73,1.0,Probe
udp,private,SF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0.0,0.0,0.0,0.0,0.5,0.19,0.0,255,8,0.03,0.3,1.0,0.0,0.0,0.0,0.0,0.0,Probe
tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,1,0.0,0.91,0.9,0.0,0.0,0.0,0.9,1.0,Probe
udp,private,SF,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34,4,0.12,0.06,0.12,0.0,0.0,0.0,0.0,0.0,Probe
udp,private,SF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,2,0.01,0.21,1.0,0.0,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,255,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Probe
tcp,other,RSTR,0,0,0,0,17297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.73,1.0,0.0,0.0,0.0,1.0,1.0,Probe
tcp,ftp,SF,0,1,0,1,1,1255,2451,0,0,28,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,133,0.52,0.02,0.0,0.0,0.0,0.0,0.0,0.0,R2L
icmp,ecr_i,SF,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Probe
tcp,mtp,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,255,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,Probe
tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,155,1,0.01,0.14,0.23,0.0,0.0,0.0,0.23,1.0,Probe
tcp,private,RSTR,0,0,0,0,38426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.51,1.0,0.0,0.0,0.0,1.0,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,195,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,154,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,96,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,75,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,Probe
tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,28,1,0.04,1.0,0.04,0.0,0.0,0.0,0.96,1.0,Probe
tcp,smtp,S0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,193,1,0.66,1.0,0.34,0.0,0.01,0.41,0.0,255,1,0.0,0.31,0.76,0.0,0.5,1.0,0.26,0.0,Probe
udp,private,SF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0.0,0.0,0.0,0.0,0.22,0.28,0.0,255,24,0.09,0.68,0.42,0.0,0.0,0.0,0.58,0.0,Probe
tcp,courier,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,1.0,1.0,0.5,1.0,0.0,255,1,0.0,0.98,0.97,0.0,0.0,0.0,0.97,1.0,Probe
tcp,private,RSTR,0,0,0,0,22841,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.73,1.0,0.0,0.0,0.0,1.0,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,51,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Probe
tcp,pop_3,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,255,1,0.0,1.0,1.0,0.0,0.03,1.0,0.97,0.0,Probe
tcp,other,RSTR,0,0,0,0,17904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.73,1.0,0.0,0.0,0.0,1.0,1.0,Probe
tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,1,0.06,0.0,0.93,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.09,0.0,0.91,1.0,Probe
udp,private,SF,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,163,139,0.85,0.01,0.85,0.0,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,224,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,42,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,56,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,Probe
tcp,other,RSTR,0,0,0,0,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.73,1.0,0.0,0.0,0.0,1.0,1.0,Probe
tcp,private,RSTR,0,0,0,0,39910,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.5,1.0,0.0,0.0,0.0,1.0,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,8,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Probe
tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,1,0.06,0.0,0.88,1.0,0.0,1.0,0.0,255,1,0.0,0.8,0.0,0.0,0.05,0.0,0.7,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,10,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.11,0.0,0.89,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.15,0.0,0.85,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,124,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.19,0.0,0.81,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.16,0.0,0.84,1.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.22,0.0,0.76,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.16,0.0,0.82,1.0,Probe
tcp,other,RSTR,0,0,0,0,13288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,1,0.0,0.69,1.0,0.0,0.0,0.0,1.0,1.0,Probe
tcp,ftp_data,SF,0,1,0,0,5048,5135678,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,39,1.0,0.0,1.0,0.13,0.0,0.0,0.0,0.0,R2L
udp,private,SF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,210,0.82,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Probe
tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0.0,0.0,0.89,1.0,0.05,1.0,0.0,255,1,0.0,0.11,0.0,0.0,0.0,0.0,0.07,1.0,Probe
tcp,private,RSTR,0,0,0,0,27481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.74,1.0,0.0,0.0,0.0,1.0,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,129,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,Probe
tcp,smtp,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,10,0.04,0.11,0.1,0.0,0.0,0.0,0.1,0.1,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,129,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,Probe
tcp,ftp,SF,0,0,0,1,0,103,292,0,0,1,4,0,0,0,0,2,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,117,2,0.02,0.11,0.01,0.0,0.0,0.0,0.03,0.0,Probe
udp,private,SF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,82,0.32,0.1,0.95,0.0,0.0,0.0,0.05,0.0,Probe
udp,private,SF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,8,0.0,0.0,0.0,0.0,0.17,0.08,0.0,255,19,0.07,0.6,0.42,0.0,0.16,0.0,0.42,0.0,Probe
tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,1,0.0,0.56,0.55,0.0,0.0,0.0,0.55,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,129,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,40,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Probe
tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,1.0,1.0,0.5,1.0,0.0,255,1,0.0,0.44,0.42,0.0,0.0,0.0,0.42,1.0,Probe
udp,private,SF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,9,0.0,0.0,0.0,0.0,0.16,0.07,0.0,255,9,0.04,0.23,1.0,0.0,0.0,0.0,0.0,0.0,Probe
tcp,ftp_data,SF,0,1,0,0,12,7045,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,35,1.0,0.0,1.0,0.14,0.0,0.0,0.0,0.0,R2L
udp,private,SF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,0.0,0.0,0.0,0.0,0.82,0.09,0.0,255,23,0.09,0.71,0.33,0.0,0.06,0.0,0.61,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,41,1.0,0.0,1.0,0.27,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,86,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1,0.07,0.0,0.93,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.04,0.0,0.96,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,61,1.0,0.0,1.0,0.26,0.0,0.0,0.0,0.0,Probe
udp,private,SF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0.0,0.0,0.0,0.0,0.04,0.25,0.0,255,1,0.0,0.66,0.44,0.0,0.0,0.0,0.56,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,110,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Probe
udp,private,SF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0.0,0.0,0.0,0.0,0.2,0.4,0.0,255,2,0.01,0.71,0.38,0.0,0.0,0.0,0.62,0.0,Probe
tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,37,2,0.03,1.0,0.03,1.0,0.0,0.0,0.89,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,46,1.0,0.0,1.0,0.26,0.0,0.0,0.0,0.0,Probe
tcp,private,RSTR,0,0,0,0,40403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.42,0.84,0.0,0.0,0.0,0.84,1.0,Probe
tcp,private,RSTOS0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,0.0,0.0,1.0,1.0,0.01,0.54,0.0,240,1,0.0,0.16,0.29,0.0,0.01,0.0,0.5,1.0,Probe
tcp,private,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,72,1,0.01,0.86,0.89,0.0,0.89,1.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,99,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,Probe
tcp,private,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,18,1,0.06,0.72,0.56,0.0,0.56,1.0,0.0,0.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.11,0.0,0.89,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.12,0.0,0.88,1.0,Probe
tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5,2,0.2,1.0,0.2,1.0,0.0,0.0,0.8,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,86,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,Probe
udp,private,SF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0.0,0.0,0.0,0.0,0.09,0.82,0.0,255,1,0.0,0.73,0.35,0.0,0.03,0.0,0.63,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,176,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Probe
tcp,pop_3,SF,0,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,507,1,0.06,0.0,0.93,0.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.08,0.0,0.91,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,32,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Probe
tcp,netbios_ns,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1.0,1.0,0.0,0.0,0.5,1.0,0.0,255,1,0.0,1.0,1.0,0.0,0.08,1.0,0.92,0.0,Probe
tcp,ftp,SF,0,1,0,1,1,1138,2443,0,0,28,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,70,0.27,0.02,0.0,0.0,0.0,0.0,0.0,0.0,R2L
tcp,finger,SF,0,0,0,0,1,6,1405,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0.0,0.0,0.0,0.0,0.25,0.62,0.0,152,4,0.03,0.06,0.01,0.0,0.01,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,112,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.18,0.0,0.82,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.07,0.0,0.93,1.0,Probe
tcp,hostnames,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,1,0.06,0.0,0.93,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.1,0.0,0.9,1.0,Probe
tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,1.0,1.0,0.5,1.0,0.0,255,1,0.0,0.33,0.26,0.0,0.26,0.0,0.27,1.0,Probe
tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,1,0.06,1.0,0.92,0.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.09,1.0,0.91,0.0,Probe
tcp,ftp,SF,0,1,0,1,2,1218,2447,0,0,28,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,71,0.28,0.02,0.0,0.0,0.0,0.0,0.0,0.0,R2L
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,163,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.07,0.0,0.92,1.0,0.0,0.96,0.0,255,1,0.0,0.91,0.0,0.0,0.05,0.0,0.95,1.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,1,0.09,0.0,0.91,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.11,0.0,0.89,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,228,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,77,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.06,0.0,0.94,1.0,0.0,0.96,0.0,255,1,0.0,1.0,0.0,0.0,0.04,0.0,0.96,1.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.2,0.0,0.79,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.27,0.0,0.73,1.0,Probe
tcp,ftp_data,SF,0,1,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,226,87,0.37,0.02,0.37,0.02,0.0,0.0,0.0,0.0,R2L
udp,private,SF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,208,0.82,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Probe
icmp,eco_i,SF,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,97,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,Probe
tcp,other,RSTR,0,0,0,0,9515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.74,1.0,0.0,0.0,0.0,1.0,1.0,Probe
udp,private,SF,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16,16,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Probe
tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,1.0,1.0,0.5,1.0,0.0,255,1,0.0,0.29,0.27,0.0,0.0,0.0,0.27,1.0,Probe
